commute_route,daily_km,flights_per_year,transport_co2_kg,pc_type,gaming_hours,study_hours,phone_model,phone_charges_day,heating_type,tech_co2_kg,dj_hours_day,board_games_month,streaming_hours,recycling_habit,shower_minutes,pets,housework_freq,lifestyle_co2_kg,clothing_items_month,fashion_style,perfume_shipping,fashion_co2_kg,diet_type,coffee_cups_day,smoker,food_delivery,plastic_water,diet_co2_kg,total_daily_co2_kg
Marmaray + Metro (cross-city),10.5,0,0.294,Ultrabook / Thin Laptop,6.8,5.2,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.68,4.0,1,6.0,Sometimes,9.0,Small Dog,Medium (3-4 cycles/wk),2.341,3,Designer / Luxury,Never,2.25,Moderate Meat,2,No,Frequently (3+/week),Tap / Filtered (0),5.687,12.251
Metrobüs,23.0,1,2.18,High-End Gaming Laptop,5.1,3.3,Budget Phone (4000 mAh),1,Apartment (Electric),4.361,0.0,3,2.1,Strict Recycler,8.0,None,High (5+ cycles/wk),0.344,4,Designer / Luxury,Never,3.0,Heavy Meat Eater,4,No,Sometimes (1-2/week),1-2 bottles/day,7.36,17.245
Walking / Cycling,13.3,1,0.685,Desktop Office PC,1.4,4.7,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),4.497,0.0,0,3.4,Never,17.0,None,Medium (3-4 cycles/wk),2.137,5,Streetwear / Heavy Denim,Rarely (1-2/yr),3.251,Heavy Meat Eater,3,No,Never,Tap / Filtered (0),7.08,17.65
Personal Car (Hybrid),24.3,1,3.358,Mid-Range Gaming Laptop,2.9,6.8,Budget Phone (4000 mAh),2,Dormitory (Shared),2.041,1.0,0,3.4,Sometimes,10.0,Cat (Indoor),High (5+ cycles/wk),1.989,6,Vintage / Thrift,Rarely (1-2/yr),0.901,Pescatarian,5,No,Never,Tap / Filtered (0),4.8,13.09
Personal Car (Hybrid),15.6,3,3.771,Tablet Only,5.8,3.3,Budget Phone (4000 mAh),1,Family Home (High Usage),6.573,2.0,2,1.3,Strict Recycler,14.0,None,Medium (3-4 cycles/wk),0.602,5,Designer / Luxury,Rarely (1-2/yr),3.751,Heavy Meat Eater,1,No,Sometimes (1-2/week),Tap / Filtered (0),7.06,21.757
Bus Only,24.7,3,4.648,Desktop Gaming PC,4.7,6.1,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),5.987,3.0,3,2.6,Strict Recycler,22.0,Cat (Indoor),High (5+ cycles/wk),2.692,3,Vintage / Thrift,Never,0.45,Heavy Meat Eater,6,Yes,Sometimes (1-2/week),Tap / Filtered (0),7.96,21.737
Ferry + Bus,8.0,2,2.13,Tablet Only,1.3,5.3,Budget Phone (4000 mAh),3,Dormitory (Shared),1.572,0.0,1,3.2,Sometimes,12.0,Cat (Indoor),Medium (3-4 cycles/wk),2.143,11,Vintage / Thrift,Never,1.65,Vegan,5,No,Never,1-2 bottles/day,3.02,10.514
Bus Only,40.3,0,4.232,Mid-Range Gaming Laptop,0.3,3.6,Budget Phone (4000 mAh),1,Dormitory (Shared),1.719,2.0,4,2.4,Sometimes,18.0,Cat (Indoor),Low (1-2 cycles/wk),3.103,7,Designer / Luxury,Rarely (1-2/yr),5.251,Moderate Meat,2,No,Sometimes (1-2/week),Tap / Filtered (0),5.52,19.825
Personal Car (Diesel),24.2,3,6.193,Desktop Office PC,0.2,3.7,Flagship Phone (5000 mAh),2,Dormitory (Shared),1.707,1.0,0,6.7,Sometimes,20.0,None,Low (1-2 cycles/wk),1.999,2,Streetwear / Heavy Denim,Frequently (monthly),1.314,Heavy Meat Eater,4,No,Sometimes (1-2/week),Tap / Filtered (0),7.24,18.453
Metrobüs,23.4,0,1.521,Desktop Office PC,2.2,4.2,Flagship Phone (5000 mAh),2,Apartment (Electric),4.124,2.0,1,1.7,Strict Recycler,17.0,None,Low (1-2 cycles/wk),0.614,2,Designer / Luxury,Rarely (1-2/yr),1.501,Heavy Meat Eater,6,No,Sometimes (1-2/week),3-4 bottles/day,7.64,15.401
Marmaray + Metro (cross-city),6.8,3,2.245,Desktop Gaming PC,2.6,5.2,Budget Phone (4000 mAh),2,Apartment (Natural Gas),5.5,0.0,3,4.8,Strict Recycler,12.0,None,High (5+ cycles/wk),0.893,3,Fast Fashion,Never,1.5,Heavy Meat Eater,3,No,Rarely (1-2/month),3-4 bottles/day,7.385,17.523
Electric Scooter / E-Bike,48.9,1,1.418,Desktop Gaming PC,4.7,4.6,Mid-Range Phone (4500 mAh),3,Family Home (High Usage),8.061,0.0,4,4.3,Sometimes,15.0,None,Dormitory / Outsourced,2.003,3,Vintage / Thrift,Sometimes (3-6/yr),0.455,Moderate Meat,3,Yes,Rarely (1-2/month),3-4 bottles/day,6.385,18.323
Personal Car (Gasoline),14.7,0,2.822,Desktop Office PC,0.9,3.3,Budget Phone (4000 mAh),1,Dormitory (Shared),1.706,2.0,3,3.0,Sometimes,6.0,Medium/Large Dog,Low (1-2 cycles/wk),3.419,7,Streetwear / Heavy Denim,Never,4.55,Pescatarian,5,No,Frequently (3+/week),Tap / Filtered (0),5.067,17.564
Personal Car (Gasoline),24.8,1,5.447,Standard Office Laptop,0.5,0.9,Mid-Range Phone (4500 mAh),2,Dormitory (Shared),1.55,1.0,0,1.7,Strict Recycler,8.0,Cat (Indoor),Low (1-2 cycles/wk),0.374,6,Minimal / Capsule,Never,1.5,Pescatarian,6,No,Frequently (3+/week),Tap / Filtered (0),5.127,13.998
Bus Only,11.9,0,1.25,Tablet Only,1.2,5.0,Flagship Phone (5000 mAh),3,Dormitory (Shared),1.579,2.0,5,1.8,Sometimes,9.0,None,Medium (3-4 cycles/wk),1.629,7,Fast Fashion,Rarely (1-2/yr),3.501,Heavy Meat Eater,1,Yes,Rarely (1-2/month),Tap / Filtered (0),7.585,15.544
Personal Car (Diesel),17.9,0,3.061,Mid-Range Gaming Laptop,1.1,1.1,Mid-Range Phone (4500 mAh),3,Apartment (Natural Gas),4.35,0.0,0,2.2,Strict Recycler,23.0,Small Dog,High (5+ cycles/wk),2.45,2,Vintage / Thrift,Sometimes (3-6/yr),0.305,Pescatarian,2,No,Sometimes (1-2/week),Tap / Filtered (0),4.72,14.886
Metrobüs,18.3,1,1.874,Tablet Only,0.4,2.0,Budget Phone (4000 mAh),1,Family Home (High Usage),6.525,0.0,3,0.3,Sometimes,8.0,Cat (Indoor),Low (1-2 cycles/wk),1.774,4,Designer / Luxury,Sometimes (3-6/yr),3.005,Moderate Meat,1,Yes,Rarely (1-2/month),Tap / Filtered (0),5.985,19.164
Walking / Cycling,2.1,0,0.0,Mid-Range Gaming Laptop,2.8,3.4,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.552,2.0,0,1.5,Strict Recycler,8.0,None,Medium (3-4 cycles/wk),-0.32,2,Minimal / Capsule,Rarely (1-2/yr),0.501,Moderate Meat,3,Yes,Rarely (1-2/month),3-4 bottles/day,6.385,11.118
Personal Car (Gasoline),22.4,0,4.301,Standard Office Laptop,1.8,2.2,Budget Phone (4000 mAh),2,Dormitory (Shared),1.602,1.0,0,0.8,Strict Recycler,7.0,None,Medium (3-4 cycles/wk),-0.483,1,Designer / Luxury,Rarely (1-2/yr),0.751,Vegetarian,1,No,Rarely (1-2/month),5+ bottles/day,3.985,10.156
Metrobüs,58.9,0,3.828,Ultrabook / Thin Laptop,3.2,4.5,Budget Phone (4000 mAh),2,Apartment (Electric),3.925,0.0,0,5.0,Sometimes,15.0,None,Medium (3-4 cycles/wk),1.525,5,Streetwear / Heavy Denim,Rarely (1-2/yr),3.251,Moderate Meat,2,Yes,Never,3-4 bottles/day,6.3,18.83
Marmaray + Metro (cross-city),21.7,1,1.293,Mid-Range Gaming Laptop,1.1,3.6,Budget Phone (4000 mAh),1,Apartment (Electric),4.062,2.0,5,3.9,Sometimes,13.0,Medium/Large Dog,Medium (3-4 cycles/wk),4.645,1,Minimal / Capsule,Never,0.25,Heavy Meat Eater,2,No,Frequently (3+/week),1-2 bottles/day,7.407,17.657
Personal Car (Diesel),7.6,0,1.3,Tablet Only,1.0,5.2,Mid-Range Phone (4500 mAh),3,Dormitory (Shared),1.575,1.0,1,4.2,Never,17.0,None,Medium (3-4 cycles/wk),2.371,5,Vintage / Thrift,Frequently (monthly),0.764,Vegetarian,1,No,Sometimes (1-2/week),1-2 bottles/day,3.78,9.789
Ferry + Bus,23.5,1,2.917,High-End Gaming Laptop,1.6,1.6,Budget Phone (4000 mAh),2,Apartment (Electric),4.027,0.0,1,3.9,Strict Recycler,15.0,Small Dog,High (5+ cycles/wk),1.91,5,Vintage / Thrift,Rarely (1-2/yr),0.751,Moderate Meat,0,No,Rarely (1-2/month),3-4 bottles/day,5.605,15.211
Metrobüs,31.2,0,2.028,Desktop Office PC,5.2,3.0,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.897,1.0,0,3.3,Strict Recycler,5.0,None,High (5+ cycles/wk),-0.366,6,Minimal / Capsule,Never,1.5,Moderate Meat,3,Yes,Sometimes (1-2/week),3-4 bottles/day,6.46,11.519
Marmaray + Metro (cross-city),21.3,4,3.336,Desktop Office PC,0.1,4.0,Budget Phone (4000 mAh),1,Dormitory (Shared),1.701,0.0,0,5.2,Sometimes,8.0,Small Dog,Low (1-2 cycles/wk),1.793,1,Streetwear / Heavy Denim,Sometimes (3-6/yr),0.655,Vegetarian,0,No,Sometimes (1-2/week),1-2 bottles/day,3.72,11.206
Walking / Cycling,14.1,3,2.055,Standard Office Laptop,4.1,4.1,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.684,0.0,0,2.1,Never,19.0,None,High (5+ cycles/wk),2.444,6,Streetwear / Heavy Denim,Rarely (1-2/yr),3.901,Pescatarian,5,No,Never,Tap / Filtered (0),4.8,14.884
Electric Scooter / E-Bike,12.6,0,0.189,Mid-Range Gaming Laptop,1.2,5.0,Budget Phone (4000 mAh),1,Apartment (Natural Gas),4.544,0.0,1,3.2,Sometimes,11.0,Medium/Large Dog,Medium (3-4 cycles/wk),3.693,11,Fast Fashion,Frequently (monthly),5.514,Vegetarian,6,No,Sometimes (1-2/week),Tap / Filtered (0),3.96,17.899
Ferry + Bus,12.5,2,2.557,Ultrabook / Thin Laptop,4.8,2.6,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.321,1.0,2,4.1,Sometimes,18.0,Small Dog,Dormitory / Outsourced,3.082,7,Designer / Luxury,Sometimes (3-6/yr),5.255,Heavy Meat Eater,2,Yes,Sometimes (1-2/week),1-2 bottles/day,7.84,23.056
Electric Scooter / E-Bike,24.3,2,1.734,Mid-Range Gaming Laptop,4.1,3.3,Mid-Range Phone (4500 mAh),3,Dormitory (Shared),1.931,0.0,2,1.0,Sometimes,11.0,None,Medium (3-4 cycles/wk),1.238,6,Fast Fashion,Never,3.0,Moderate Meat,0,No,Sometimes (1-2/week),Tap / Filtered (0),5.4,13.304
Walking / Cycling,5.6,5,3.425,Desktop Office PC,1.1,4.8,Budget Phone (4000 mAh),2,Dormitory (Shared),1.794,0.0,0,7.6,Strict Recycler,7.0,Cat (Indoor),High (5+ cycles/wk),0.897,5,Vintage / Thrift,Sometimes (3-6/yr),0.755,Heavy Meat Eater,4,No,Sometimes (1-2/week),3-4 bottles/day,7.52,14.391
Marmaray + Metro (cross-city),11.5,1,1.007,Desktop Gaming PC,3.0,0.7,Mid-Range Phone (4500 mAh),1,Apartment (Electric),4.419,0.0,1,3.0,Never,10.0,Cat (Indoor),High (5+ cycles/wk),2.61,3,Fast Fashion,Rarely (1-2/yr),1.501,Moderate Meat,0,No,Rarely (1-2/month),1-2 bottles/day,5.445,14.983
Personal Car (Gasoline),45.5,0,8.736,High-End Gaming Laptop,0.4,4.6,Budget Phone (4000 mAh),1,Family Home (High Usage),6.837,0.0,0,3.2,Sometimes,7.0,Small Dog,Medium (3-4 cycles/wk),1.726,5,Vintage / Thrift,Never,0.75,Moderate Meat,2,No,Rarely (1-2/month),1-2 bottles/day,5.565,23.614
Electric Scooter / E-Bike,46.7,1,1.385,Standard Office Laptop,5.7,5.1,Flagship Phone (5000 mAh),1,Apartment (Electric),4.04,1.0,1,4.9,Never,9.0,None,Dormitory / Outsourced,1.46,5,Minimal / Capsule,Sometimes (3-6/yr),1.255,Pescatarian,3,No,Sometimes (1-2/week),Tap / Filtered (0),4.78,12.921
Ferry + Bus,5.3,1,1.188,Desktop Gaming PC,1.3,2.0,Budget Phone (4000 mAh),2,Dormitory (Shared),2.06,0.0,2,4.4,Sometimes,13.0,None,Medium (3-4 cycles/wk),1.625,5,Streetwear / Heavy Denim,Rarely (1-2/yr),3.251,Heavy Meat Eater,2,No,Frequently (3+/week),1-2 bottles/day,7.407,15.532
Bus Only,6.7,1,1.388,Tablet Only,1.5,3.5,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.546,0.0,2,3.1,Sometimes,15.0,Small Dog,High (5+ cycles/wk),3.032,6,Vintage / Thrift,Never,0.9,Heavy Meat Eater,2,Yes,Rarely (1-2/month),1-2 bottles/day,7.765,14.631
Personal Car (Hybrid),12.3,1,2.038,Ultrabook / Thin Laptop,3.1,6.2,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.643,0.0,1,3.2,Strict Recycler,4.0,Cat (Indoor),Low (1-2 cycles/wk),0.2,3,Designer / Luxury,Rarely (1-2/yr),2.251,Moderate Meat,3,Yes,Never,1-2 bottles/day,6.2,12.332
Metrobüs,27.8,3,3.862,Desktop Gaming PC,4.3,5.0,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),3.04,0.0,0,0.7,Sometimes,12.0,None,Medium (3-4 cycles/wk),0.989,1,Fast Fashion,Rarely (1-2/yr),0.501,Vegan,2,No,Frequently (3+/week),Tap / Filtered (0),2.987,11.379
Personal Car (Gasoline),4.1,4,3.527,Tablet Only,0.7,4.7,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.255,1.0,5,2.2,Strict Recycler,9.0,Cat (Indoor),High (5+ cycles/wk),1.656,4,Fast Fashion,Never,2.0,Vegan,2,No,Rarely (1-2/month),5+ bottles/day,3.145,14.583
Electric Scooter / E-Bike,14.3,0,0.214,Desktop Gaming PC,2.7,5.5,Flagship Phone (5000 mAh),1,Apartment (Natural Gas),5.561,2.0,3,3.8,Sometimes,9.0,None,Medium (3-4 cycles/wk),1.406,2,Streetwear / Heavy Denim,Rarely (1-2/yr),1.301,Vegan,3,Yes,Rarely (1-2/month),1-2 bottles/day,3.525,12.008
Metrobüs,10.7,0,0.696,Ultrabook / Thin Laptop,1.2,6.7,Mid-Range Phone (4500 mAh),3,Apartment (Natural Gas),4.342,3.0,1,3.7,Sometimes,13.0,Cat (Indoor),Medium (3-4 cycles/wk),2.341,3,Designer / Luxury,Rarely (1-2/yr),2.251,Moderate Meat,0,No,Rarely (1-2/month),1-2 bottles/day,5.445,15.075
Bus Only,37.6,0,3.948,Desktop Gaming PC,1.1,4.0,Flagship Phone (5000 mAh),1,Apartment (Natural Gas),5.051,1.0,1,4.8,Never,9.0,None,Medium (3-4 cycles/wk),1.604,0,Fast Fashion,Never,0.0,Heavy Meat Eater,1,No,Rarely (1-2/month),3-4 bottles/day,7.265,17.868
Walking / Cycling,4.6,2,1.37,Standard Office Laptop,2.9,3.4,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.645,1.0,0,2.8,Sometimes,19.0,None,High (5+ cycles/wk),2.006,3,Fast Fashion,Sometimes (3-6/yr),1.505,Moderate Meat,0,No,Rarely (1-2/month),5+ bottles/day,5.725,12.251
Personal Car (Hybrid),15.9,1,2.434,Desktop Office PC,1.2,5.5,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.825,1.0,4,0.9,Sometimes,18.0,None,Medium (3-4 cycles/wk),2.29,6,Fast Fashion,Never,3.0,Pescatarian,1,Yes,Sometimes (1-2/week),Tap / Filtered (0),5.26,14.809
Marmaray + Metro (cross-city),11.3,1,1.001,Mid-Range Gaming Laptop,1.1,3.7,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),4.483,1.0,2,4.6,Strict Recycler,18.0,None,Low (1-2 cycles/wk),1.017,4,Fast Fashion,Never,2.0,Heavy Meat Eater,1,No,Never,3-4 bottles/day,7.24,15.741
Bus Only,41.6,1,5.053,Desktop Gaming PC,4.5,2.6,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),2.678,0.0,0,5.2,Sometimes,10.0,None,High (5+ cycles/wk),1.215,0,Designer / Luxury,Never,0.0,Moderate Meat,2,No,Frequently (3+/week),Tap / Filtered (0),5.687,14.632
Bus Only,22.6,1,3.058,Standard Office Laptop,0.3,3.2,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.586,3.0,1,4.3,Strict Recycler,7.0,None,Medium (3-4 cycles/wk),-0.076,3,Designer / Luxury,Rarely (1-2/yr),2.251,Heavy Meat Eater,6,No,Frequently (3+/week),1-2 bottles/day,7.647,14.465
Walking / Cycling,9.9,1,0.685,Mid-Range Gaming Laptop,2.8,4.5,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.906,0.0,0,2.8,Never,12.0,None,Medium (3-4 cycles/wk),1.604,2,Fast Fashion,Rarely (1-2/yr),1.001,Moderate Meat,2,No,Frequently (3+/week),Tap / Filtered (0),5.687,10.883
Personal Car (Diesel),27.0,1,5.302,Tablet Only,0.7,3.3,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.54,1.0,0,4.6,Never,11.0,None,Low (1-2 cycles/wk),1.484,3,Vintage / Thrift,Rarely (1-2/yr),0.451,Moderate Meat,6,No,Frequently (3+/week),1-2 bottles/day,6.047,14.824
Walking / Cycling,11.3,2,1.37,Mid-Range Gaming Laptop,0.0,3.4,Budget Phone (4000 mAh),1,Dormitory (Shared),1.692,2.0,1,8.1,Sometimes,9.0,Cat (Indoor),Medium (3-4 cycles/wk),2.159,3,Designer / Luxury,Never,2.25,Heavy Meat Eater,5,No,Sometimes (1-2/week),1-2 bottles/day,7.42,14.891
Personal Car (Diesel),30.0,5,8.555,Tablet Only,0.5,2.5,Budget Phone (4000 mAh),1,Apartment (Electric),3.83,0.0,0,3.2,Strict Recycler,6.0,None,Medium (3-4 cycles/wk),-0.474,9,Fast Fashion,Sometimes (3-6/yr),4.505,Moderate Meat,4,No,Rarely (1-2/month),1-2 bottles/day,5.685,22.101
Personal Car (Diesel),12.6,4,4.894,Desktop Gaming PC,2.3,6.2,Mid-Range Phone (4500 mAh),1,Apartment (Electric),5.209,3.0,0,1.0,Sometimes,12.0,None,Dormitory / Outsourced,0.926,0,Streetwear / Heavy Denim,Never,0.0,Moderate Meat,1,Yes,Never,1-2 bottles/day,6.08,17.108
Personal Car (Gasoline),31.1,4,8.711,Standard Office Laptop,3.1,3.5,Flagship Phone (5000 mAh),3,Dormitory (Shared),1.675,0.0,0,2.1,Never,10.0,Cat (Indoor),Medium (3-4 cycles/wk),2.216,5,Minimal / Capsule,Never,1.25,Moderate Meat,0,No,Never,1-2 bottles/day,5.42,19.271
Personal Car (Gasoline),20.2,1,4.563,Desktop Office PC,0.1,2.9,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.651,3.0,3,3.9,Sometimes,15.0,Small Dog,Low (1-2 cycles/wk),2.992,7,Vintage / Thrift,Never,1.05,Vegetarian,2,Yes,Rarely (1-2/month),Tap / Filtered (0),4.245,14.502
Ferry + Bus,120.0,1,12.085,Desktop Gaming PC,0.1,3.1,Budget Phone (4000 mAh),1,Apartment (Natural Gas),4.735,1.0,0,0.6,Strict Recycler,15.0,Cat (Indoor),Low (1-2 cycles/wk),1.014,9,Vintage / Thrift,Never,1.35,Heavy Meat Eater,1,Yes,Rarely (1-2/month),3-4 bottles/day,7.865,27.048
Electric Scooter / E-Bike,14.3,2,1.584,Tablet Only,5.8,5.2,Budget Phone (4000 mAh),1,Dormitory (Shared),1.586,0.0,0,3.3,Never,18.0,None,Low (1-2 cycles/wk),2.089,2,Streetwear / Heavy Denim,Rarely (1-2/yr),1.301,Vegetarian,2,No,Frequently (3+/week),1-2 bottles/day,4.007,10.567
Electric Scooter / E-Bike,19.5,3,2.347,Ultrabook / Thin Laptop,0.2,4.9,Budget Phone (4000 mAh),1,Dormitory (Shared),1.58,3.0,0,3.6,Never,6.0,Cat (Indoor),High (5+ cycles/wk),2.147,4,Minimal / Capsule,Never,1.0,Heavy Meat Eater,5,Yes,Rarely (1-2/month),1-2 bottles/day,7.945,15.02
Marmaray + Metro (cross-city),10.6,0,0.297,Mid-Range Gaming Laptop,5.6,3.2,Budget Phone (4000 mAh),2,Dormitory (Shared),1.993,2.0,2,5.3,Strict Recycler,14.0,Medium/Large Dog,Low (1-2 cycles/wk),3.179,0,Vintage / Thrift,Never,0.0,Moderate Meat,0,No,Rarely (1-2/month),5+ bottles/day,5.725,11.193
Electric Scooter / E-Bike,14.9,1,0.908,Desktop Gaming PC,0.6,4.0,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),2.267,2.0,2,5.0,Never,8.0,None,Medium (3-4 cycles/wk),1.705,4,Minimal / Capsule,Sometimes (3-6/yr),1.005,Pescatarian,0,Yes,Sometimes (1-2/week),Tap / Filtered (0),5.2,11.086
Personal Car (Gasoline),2.2,0,0.422,Tablet Only,3.4,4.4,Flagship Phone (5000 mAh),2,Apartment (Electric),3.878,0.0,0,4.3,Sometimes,6.0,Medium/Large Dog,Medium (3-4 cycles/wk),3.086,1,Minimal / Capsule,Never,0.25,Vegan,5,No,Rarely (1-2/month),1-2 bottles/day,3.045,10.682
Ferry + Bus,20.6,1,2.642,Mid-Range Gaming Laptop,0.9,2.9,Mid-Range Phone (4500 mAh),3,Apartment (Electric),4.036,2.0,0,0.0,Sometimes,10.0,None,Dormitory / Outsourced,0.647,7,Minimal / Capsule,Sometimes (3-6/yr),1.755,Pescatarian,1,Yes,Frequently (3+/week),1-2 bottles/day,5.547,14.627
Ferry + Bus,38.1,1,4.304,Tablet Only,4.9,1.7,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.558,0.0,4,4.4,Sometimes,17.0,None,Medium (3-4 cycles/wk),2.359,1,Minimal / Capsule,Sometimes (3-6/yr),0.255,Heavy Meat Eater,6,No,Rarely (1-2/month),Tap / Filtered (0),7.285,15.762
Personal Car (Diesel),19.6,1,4.037,Standard Office Laptop,3.0,4.8,Budget Phone (4000 mAh),1,Dormitory (Shared),1.673,2.0,0,4.1,Never,10.0,None,Medium (3-4 cycles/wk),1.522,4,Streetwear / Heavy Denim,Rarely (1-2/yr),2.601,Moderate Meat,2,Yes,Rarely (1-2/month),Tap / Filtered (0),6.045,15.879
Walking / Cycling,5.9,0,0.0,High-End Gaming Laptop,1.3,3.0,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.795,2.0,2,3.4,Sometimes,20.0,Cat (Indoor),High (5+ cycles/wk),3.346,4,Minimal / Capsule,Rarely (1-2/yr),1.001,Moderate Meat,5,No,Frequently (3+/week),3-4 bottles/day,6.147,12.289
Marmaray + Metro (cross-city),8.5,1,0.923,Desktop Gaming PC,0.2,4.7,Budget Phone (4000 mAh),2,Dormitory (Shared),2.323,1.0,0,0.4,Strict Recycler,15.0,None,Medium (3-4 cycles/wk),0.296,10,Streetwear / Heavy Denim,Rarely (1-2/yr),6.501,Moderate Meat,2,No,Sometimes (1-2/week),Tap / Filtered (0),5.52,15.563
Personal Car (Diesel),2.7,3,2.516,Desktop Office PC,3.3,4.5,Mid-Range Phone (4500 mAh),3,Family Home (High Usage),6.898,1.0,3,1.8,Never,10.0,None,High (5+ cycles/wk),2.051,5,Minimal / Capsule,Never,1.25,Heavy Meat Eater,1,No,Rarely (1-2/month),1-2 bottles/day,7.105,19.82
Walking / Cycling,29.5,0,0.0,Desktop Gaming PC,2.4,4.1,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),5.293,0.0,2,1.2,Strict Recycler,18.0,None,High (5+ cycles/wk),1.128,2,Fast Fashion,Frequently (monthly),1.014,Moderate Meat,5,No,Sometimes (1-2/week),1-2 bottles/day,5.82,13.254
Electric Scooter / E-Bike,7.4,1,0.796,Mid-Range Gaming Laptop,0.0,3.4,Mid-Range Phone (4500 mAh),2,Apartment (Natural Gas),4.404,0.0,1,0.0,Never,14.0,None,Medium (3-4 cycles/wk),1.817,2,Vintage / Thrift,Rarely (1-2/yr),0.301,Heavy Meat Eater,3,Yes,Sometimes (1-2/week),1-2 bottles/day,7.9,15.218
Personal Car (Diesel),14.6,1,3.182,Standard Office Laptop,0.0,3.0,Budget Phone (4000 mAh),1,Apartment (Electric),3.872,0.0,2,3.0,Sometimes,7.0,None,Medium (3-4 cycles/wk),0.948,1,Streetwear / Heavy Denim,Sometimes (3-6/yr),0.655,Vegetarian,3,Yes,Rarely (1-2/month),1-2 bottles/day,4.425,13.082
Metrobüs,13.4,3,2.926,Tablet Only,4.1,2.3,Mid-Range Phone (4500 mAh),2,Apartment (Electric),3.866,2.0,0,1.8,Strict Recycler,21.0,None,Dormitory / Outsourced,0.846,6,Designer / Luxury,Sometimes (3-6/yr),4.505,Pescatarian,4,No,Frequently (3+/week),3-4 bottles/day,5.287,17.43
Electric Scooter / E-Bike,42.2,0,0.633,Ultrabook / Thin Laptop,0.8,3.1,Budget Phone (4000 mAh),1,Apartment (Electric),3.863,0.0,0,6.9,Strict Recycler,13.0,None,High (5+ cycles/wk),0.608,5,Streetwear / Heavy Denim,Never,3.25,Heavy Meat Eater,2,Yes,Frequently (3+/week),Tap / Filtered (0),7.887,16.241
Walking / Cycling,15.8,5,3.425,Desktop Office PC,2.5,4.9,Budget Phone (4000 mAh),2,Dormitory (Shared),1.865,0.0,0,2.7,Never,12.0,Medium/Large Dog,Dormitory / Outsourced,3.949,4,Fast Fashion,Never,2.0,Vegan,1,No,Sometimes (1-2/week),1-2 bottles/day,2.88,14.118
Marmaray + Metro (cross-city),26.2,1,1.419,Standard Office Laptop,1.5,6.1,Budget Phone (4000 mAh),2,Dormitory (Shared),1.678,2.0,2,4.9,Sometimes,8.0,None,Low (1-2 cycles/wk),1.057,0,Minimal / Capsule,Never,0.0,Pescatarian,5,No,Sometimes (1-2/week),1-2 bottles/day,5.02,9.173
Walking / Cycling,21.8,6,4.11,Desktop Gaming PC,5.0,5.9,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),6.003,2.0,0,0.6,Sometimes,18.0,None,Medium (3-4 cycles/wk),1.63,6,Vintage / Thrift,Sometimes (3-6/yr),0.905,Moderate Meat,1,No,Frequently (3+/week),Tap / Filtered (0),5.627,18.275
Personal Car (Diesel),38.5,3,8.638,Ultrabook / Thin Laptop,6.2,4.2,Mid-Range Phone (4500 mAh),2,Dormitory (Shared),1.667,4.0,2,2.2,Sometimes,15.0,None,Dormitory / Outsourced,1.648,5,Streetwear / Heavy Denim,Sometimes (3-6/yr),3.255,Heavy Meat Eater,1,No,Rarely (1-2/month),5+ bottles/day,7.385,22.594
Personal Car (Diesel),12.6,0,2.155,Standard Office Laptop,14.0,6.1,Flagship Phone (5000 mAh),1,Family Home (High Usage),6.937,1.0,1,3.1,Never,15.0,None,Medium (3-4 cycles/wk),2.111,10,Fast Fashion,Rarely (1-2/yr),5.001,Pescatarian,6,No,Frequently (3+/week),3-4 bottles/day,5.407,21.61
Bus Only,55.1,0,5.786,High-End Gaming Laptop,0.4,3.5,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),4.48,0.0,3,1.6,Sometimes,9.0,None,Dormitory / Outsourced,1.088,4,Streetwear / Heavy Denim,Never,2.6,Moderate Meat,6,No,Sometimes (1-2/week),Tap / Filtered (0),5.76,19.714
